Year,Year ending,Police Service Area,Local Government Area,Latitude,Longitude,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2021,March,Casey,Casey,-38.1105316,145.2922335,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,33,8.9,8.9
2021,March,Casey,Casey,-38.1105316,145.2922335,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,180,48.6,48.6
2021,March,Casey,Casey,-38.1105316,145.2922335,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,96,25.9,25.9
2021,March,Casey,Casey,-38.1105316,145.2922335,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,61,16.5,16.5
2021,March,Casey,Casey,-38.1105316,145.2922335,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,1,0.3,0.3
2021,March,Casey,Casey,-38.1105316,145.2922335,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,38,10.3,10.3
2021,March,Casey,Casey,-38.1105316,145.2922335,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,124,33.5,33.5
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B10 Arson,B11 Cause damage by fire,64,17.3,17.3
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B10 Arson,B19 Other fire related offences,2,0.5,0.5
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B20 Property damage,B21 Criminal damage,"1,075",290.2,290.2
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B20 Property damage,B22 Graffiti,31,8.4,8.4
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2,0.5,0.5
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,219,59.1,59.1
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2,0.5,0.5
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,621,167.7,167.7
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,289,78,78
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,2,0.5,0.5
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,510,137.7,137.7
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"1,964",530.3,530.3
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B40 Theft,B43 Steal from a retail store,594,160.4,160.4
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,82,22.1,22.1
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,257,69.4,69.4
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B40 Theft,B49 Other theft,"1,036",279.7,279.7
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,112,30.2,30.2
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,805,217.3,217.3
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B50 Deception,B54 State false information,37,10,10
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B50 Deception,B55 Deceptive business practices,3,0.8,0.8
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,4,1.1,1.1
2021,March,Casey,Casey,-38.1105316,145.2922335,B Property and deception offences,B50 Deception,B59 Other deception offences,2,0.5,0.5
2021,March,Casey,Casey,-38.1105316,145.2922335,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,119,32.1,32.1
2021,March,Casey,Casey,-38.1105316,145.2922335,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,38,10.3,10.3
2021,March,Casey,Casey,-38.1105316,145.2922335,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,34,9.2,9.2
2021,March,Casey,Casey,-38.1105316,145.2922335,C Drug offences,C30 Drug use and possession,C31 Drug use,5,1.3,1.3
2021,March,Casey,Casey,-38.1105316,145.2922335,C Drug offences,C30 Drug use and possession,C32 Drug possession,782,211.1,211.1
2021,March,Casey,Casey,-38.1105316,145.2922335,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,118,31.9,31.9
2021,March,Casey,Casey,-38.1105316,145.2922335,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,231,62.4,62.4
2021,March,Casey,Casey,-38.1105316,145.2922335,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,15,4,4
2021,March,Casey,Casey,-38.1105316,145.2922335,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,14,3.8,3.8
2021,March,Casey,Casey,-38.1105316,145.2922335,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,82,22.1,22.1
2021,March,Casey,Casey,-38.1105316,145.2922335,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,39,10.5,10.5
2021,March,Casey,Casey,-38.1105316,145.2922335,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,9,2.4,2.4
2021,March,Casey,Casey,-38.1105316,145.2922335,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,7,1.9,1.9
2021,March,Casey,Casey,-38.1105316,145.2922335,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,4,1.1,1.1
2021,March,Casey,Casey,-38.1105316,145.2922335,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,4,1.1,1.1
2021,March,Casey,Casey,-38.1105316,145.2922335,D Public order and security offences,D30 Public nuisance offences,D33 Begging,3,0.8,0.8
2021,March,Casey,Casey,-38.1105316,145.2922335,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,70,18.9,18.9
2021,March,Casey,Casey,-38.1105316,145.2922335,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,2,0.5,0.5
2021,March,Casey,Casey,-38.1105316,145.2922335,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2,0.5,0.5
2021,March,Casey,Casey,-38.1105316,145.2922335,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,354,95.6,95.6
2021,March,Casey,Casey,-38.1105316,145.2922335,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,18,4.9,4.9
2021,March,Casey,Casey,-38.1105316,145.2922335,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,32,8.6,8.6
2021,March,Casey,Casey,-38.1105316,145.2922335,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"1,262",340.7,340.7
2021,March,Casey,Casey,-38.1105316,145.2922335,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,85,22.9,22.9
2021,March,Casey,Casey,-38.1105316,145.2922335,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,366,98.8,98.8
2021,March,Casey,Casey,-38.1105316,145.2922335,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,8,2.2,2.2
2021,March,Casey,Casey,-38.1105316,145.2922335,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,1,0.3,0.3
2021,March,Casey,Casey,-38.1105316,145.2922335,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,1,0.3,0.3
2021,March,Casey,Casey,-38.1105316,145.2922335,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,"1,513",408.5,408.5
2021,March,Casey,Casey,-38.1105316,145.2922335,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,9,2.4,2.4
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,9.7,15.3
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,30,146.1,229.8
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,19,92.6,145.5
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",5,24.4,38.3
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,44,214.3,337.1
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,22,107.2,168.5
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,40,194.9,306.4
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,4.9,7.7
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1,4.9,7.7
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,1,4.9,7.7
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1,4.9,7.7
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,3,14.6,23
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1,4.9,7.7
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,4,19.5,30.6
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,10,48.7,76.6
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,5,24.4,38.3
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,2,9.7,15.3
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,3,14.6,23
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,5,24.4,38.3
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,B Property and deception offences,B10 Arson,B11 Cause damage by fire,4,19.5,30.6
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,B Property and deception offences,B20 Property damage,B21 Criminal damage,101,492,773.7
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,B Property and deception offences,B20 Property damage,B22 Graffiti,3,14.6,23
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1,4.9,7.7
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,25,121.8,191.5
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,19,92.6,145.5
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,12,58.5,91.9
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,40,194.9,306.4
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,B Property and deception offences,B40 Theft,B43 Steal from a retail store,12,58.5,91.9
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2,9.7,15.3
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,13,63.3,99.6
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,B Property and deception offences,B40 Theft,B49 Other theft,52,253.3,398.3
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,5,24.4,38.3
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,13,63.3,99.6
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,8,39,61.3
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,8,39,61.3
2021,March,Central Goldfields,Central Goldfields,-36.9802447,143.6935405,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,1,4.9,7.7
